"genes"	"modules"
"SERPINB6"	"M1"
"SERPINB8"	"M1"
"SERPINB9"	"M1"
"SERPINB9P1"	"M6"
"SERPINC1"	"M20"
"SERPIND1"	"M20"
"SERPINE1"	"M19"
"SERPINE2"	"M17"
"SERPINE3"	"M1"
"SERPINE4P"	"M2"
"SERPINF1"	"M19"
"SERPINF2"	"M20"
"SERPING1"	"M1"
"SERPINH1"	"M1"
"SERPINI1"	"M21"
"SERPINI2"	"M1"
"SERTAD1"	"M3"
"SERTAD2"	"M11"
"SERTAD3"	"M1"
"SERTAD4"	"M1"
"SERTAD4-AS1"	"M1"
"SERTM1"	"M1"
"SESN2"	"M13"
"SESN3"	"M12"
"SET"	"M8"
"SETBP1"	"M11"
"SETBP1-DT"	"M1"
"SETD1A"	"M18"
"SETD1B"	"M18"
"SETD3"	"M8"
"SETD5"	"M3"
"SETD7"	"M1"
"SETD9"	"M11"
"SETMAR"	"M11"
"SETP11"	"M3"
"SETP17"	"M3"
"SETP21"	"M21"
"SETP3"	"M1"
"SETSIP"	"M22"
"SEZ6"	"M11"
"SEZ6L"	"M1"
"SEZ6L2"	"M25"
"SF1"	"M11"
"SF3A1"	"M10"
"SF3A2"	"M18"
"SF3A3"	"M2"
"SF3B1"	"M2"
"SF3B2"	"M6"
"SF3B3"	"M1"
"SF3B4"	"M11"
"SF3B4P1"	"M7"
"SF3B5"	"M4"
"SF3B6"	"M8"
"SFI1"	"M8"
"SFMBT2"	"M32"
"SFN"	"M2"
"SFPQ"	"M11"
"SFR1"	"M7"
"SFRP1"	"M9"
"SFRP2"	"M9"
"SFRP4"	"M3"
"SFRP5"	"M1"
"SFSWAP"	"M10"
"SFT2D3"	"M1"
"SFTA3"	"M1"
"SFTPA2"	"M7"
"SFTPB"	"M3"
"SFTPC"	"M1"
"SFTPD"	"M13"
"SFTPD-AS1"	"M6"
"SFXN2"	"M23"
"SFXN3"	"M10"
"SFXN4"	"M3"
"SFXN5"	"M1"
"SGCA"	"M3"
"SGCB"	"M11"
"SGCD"	"M1"
"SGCG"	"M21"
"SGCZ"	"M1"
"SGF29"	"M6"
"SGIP1"	"M4"
"SGK1"	"M21"
"SGK2"	"M1"
"SGK3"	"M24"
"SGMS1-AS1"	"M1"
"SGMS2"	"M1"
"SGO1"	"M9"
"SGO1-AS1"	"M24"
"SGO2"	"M9"
"SGPL1"	"M1"
"SGPP1"	"M12"
"SGPP2"	"M1"
"SGSH"	"M8"
"SGSM1"	"M1"
"SGSM2"	"M5"
"SGSM3"	"M5"
"SGSM3-AS1"	"M3"
"SGTA"	"M6"
"SGTB"	"M17"
"SH2B1"	"M18"
"SH2B2"	"M6"
"SH2B3"	"M1"
"SH2D2A"	"M1"
"SH2D3A"	"M1"
"SH2D3C"	"M15"
"SH2D4A"	"M15"
"SH2D4B"	"M1"
"SH2D5"	"M1"
"SH2D6"	"M1"
"SH3BGR"	"M2"
"SH3BGRL2"	"M16"
"SH3BGRL3"	"M6"
"SH3BP1"	"M9"
"SH3BP2"	"M10"
"SH3BP4"	"M8"
"SH3BP5"	"M6"
"SH3BP5-AS1"	"M10"
"SH3BP5L"	"M4"
"SH3D19"	"M1"
"SH3D21"	"M10"
"SH3GL1"	"M18"
"SH3GL1P1"	"M1"
"SH3GL1P2"	"M1"
"SH3GL2"	"M1"
"SH3GL3"	"M21"
"SH3GLB1"	"M23"
"SH3GLB2"	"M15"
"SH3PXD2A"	"M11"
"SH3PXD2A-AS1"	"M1"
"SH3PXD2B"	"M14"
"SH3RF1"	"M1"
"SH3RF2"	"M1"
"SH3RF3"	"M8"
"SH3RF3-AS1"	"M3"
"SH3TC1"	"M20"
"SH3TC2"	"M1"
"SH3TC2-DT"	"M3"
"SHANK1"	"M7"
"SHANK2"	"M8"
"SHANK2-AS1"	"M24"
"SHANK2-AS3"	"M1"
"SHANK3"	"M15"
"SHARPIN"	"M14"
"SHB"	"M1"
"SHBG"	"M3"
"SHC1"	"M22"
"SHC2"	"M15"
"SHC3"	"M1"
"SHC4"	"M11"
"SHCBP1"	"M9"
"SHCBP1L"	"M24"
"SHD"	"M1"
"SHE"	"M1"
"SHF"	"M1"
"SHFL"	"M1"
"SHH"	"M1"
"SHISA2"	"M1"
"SHISA3"	"M1"
"SHISA4"	"M15"
"SHISA5"	"M6"
"SHISA6"	"M1"
"SHISA7"	"M7"
"SHISA9"	"M9"
"SHISAL1"	"M1"
"SHISAL2A"	"M3"
"SHISAL2B"	"M1"
"SHKBP1"	"M1"
"SHLD2"	"M17"
"SHLD2P1"	"M1"
"SHLD2P3"	"M1"
"SHLD3"	"M7"
"SHMT1"	"M23"
"SHMT2"	"M6"
"SHOC2"	"M2"
"SHOX2"	"M1"
"SHPK"	"M5"
"SHQ1"	"M2"
"SHROOM1"	"M1"
"SHROOM3"	"M9"
"SHROOM3-AS1"	"M1"
"SHTN1"	"M8"
"SIAE"	"M1"
"SIAH1"	"M7"
"SIAH2"	"M6"
"SIAH3"	"M1"
"SIDT1"	"M1"
"SIDT2"	"M1"
"SIGIRR"	"M5"
"SIGLEC1"	"M19"
"SIGLEC10"	"M4"
"SIGLEC14"	"M3"
"SIGLEC15"	"M1"
"SIGLEC18P"	"M1"
"SIGLEC6"	"M19"
"SIGLEC8"	"M2"
"SIGLEC9"	"M2"
"SIGMAR1"	"M6"
"SIK1"	"M1"
"SIK1B"	"M9"
"SIK2"	"M22"
"SIK3"	"M1"
"SIKE1"	"M16"
"SILC1"	"M21"
"SIM1"	"M1"
"SIM2"	"M10"
"SIMC1"	"M10"
"SIN3A"	"M11"
"SINHCAF"	"M9"
"SINHCAFP3"	"M14"
"SIPA1"	"M3"
"SIPA1L1"	"M1"
"SIPA1L3"	"M7"
"SIRPA"	"M1"
"SIRPB1"	"M3"
"SIRPB2"	"M19"
"SIRPG-AS1"	"M2"
"SIRT1"	"M1"
"SIRT2"	"M15"
"SIRT4"	"M3"
"SIRT5"	"M17"
"SIRT6"	"M5"
"SIRT7"	"M18"
"SIVA1"	"M5"
"SIX1"	"M3"
"SIX2"	"M1"
"SIX3"	"M1"
"SIX3-AS1"	"M1"
"SIX4"	"M1"
"SIX5"	"M1"
"SIX6"	"M1"
"SKA1"	"M9"
"SKA2"	"M11"
"SKA3"	"M11"
"SKAP1"	"M31"
"SKAP1-AS1"	"M1"
"SKAP2"	"M1"
"SKI"	"M17"
"SKIDA1"	"M11"
"SKIL"	"M12"
"SKINT1L"	"M10"
"SKIV2L"	"M5"
"SKOR1"	"M32"
"SKOR2"	"M32"
"SKP1"	"M12"
"SKP2"	"M1"
"SLA"	"M1"
"SLA2"	"M17"
"SLAIN1"	"M8"
"SLAIN2"	"M2"
"SLAMF6"	"M3"
"SLAMF7"	"M3"
"SLBP"	"M2"
"SLC10A2"	"M15"
"SLC10A4"	"M1"
"SLC10A5"	"M1"
"SLC11A1"	"M2"
"SLC12A1"	"M1"
"SLC12A2"	"M10"
"SLC12A3"	"M2"
"SLC12A4"	"M1"
"SLC12A5"	"M1"
"SLC12A5-AS1"	"M2"
"SLC12A6"	"M11"
"SLC12A7"	"M5"
"SLC12A8"	"M1"
"SLC12A9"	"M5"
"SLC13A3"	"M1"
"SLC13A4"	"M19"
"SLC13A5"	"M2"
"SLC14A1"	"M20"
"SLC15A1"	"M2"
"SLC15A2"	"M1"
"SLC15A3"	"M3"
"SLC16A1"	"M7"
"SLC16A10"	"M11"
"SLC16A12"	"M33"
"SLC16A13"	"M5"
"SLC16A14"	"M15"
"SLC16A3"	"M3"
"SLC16A4"	"M19"
"SLC16A5"	"M5"
"SLC16A6"	"M2"
"SLC16A7"	"M21"
"SLC16A8"	"M3"
"SLC16A9"	"M3"
"SLC17A4"	"M2"
"SLC17A5"	"M3"
"SLC17A6"	"M1"
"SLC17A7"	"M1"
"SLC17A8"	"M1"
"SLC17A9"	"M20"
"SLC18A1"	"M1"
"SLC18A2"	"M1"
"SLC18A3"	"M1"
"SLC18B1"	"M1"
"SLC19A1"	"M2"
"SLC19A2"	"M7"
"SLC19A3"	"M1"
"SLC1A1"	"M16"
"SLC1A2"	"M7"
"SLC1A3"	"M9"
"SLC1A4"	"M13"
"SLC1A5"	"M4"
"SLC1A6"	"M32"
"SLC20A1"	"M1"
"SLC22A1"	"M1"
"SLC22A10"	"M2"
"SLC22A11"	"M19"
"SLC22A13"	"M12"
"SLC22A14"	"M8"
"SLC22A15"	"M1"
"SLC22A16"	"M10"
"SLC22A17"	"M15"
"SLC22A18"	"M2"
"SLC22A2"	"M1"
"SLC22A20P"	"M8"
"SLC22A23"	"M1"
"SLC22A25"	"M2"
"SLC22A3"	"M1"
"SLC22A4"	"M11"
"SLC22A5"	"M7"
"SLC22A6"	"M1"
"SLC22A7"	"M2"
"SLC22A9"	"M20"
"SLC23A3"	"M2"
"SLC23A4P"	"M1"
"SLC24A1"	"M11"
"SLC24A2"	"M1"
"SLC24A3"	"M1"
"SLC24A4"	"M1"
"SLC25A1"	"M5"
"SLC25A10"	"M2"
"SLC25A11"	"M4"
"SLC25A12"	"M1"
"SLC25A13"	"M1"
"SLC25A14P1"	"M1"
"SLC25A15"	"M10"
"SLC25A16"	"M3"
"SLC25A17"	"M3"
"SLC25A18"	"M3"
"SLC25A2"	"M17"
"SLC25A20"	"M4"
"SLC25A21"	"M1"
"SLC25A21-AS1"	"M16"
"SLC25A22"	"M5"
"SLC25A23"	"M7"
"SLC25A24"	"M12"
"SLC25A25-AS1"	"M8"
"SLC25A26"	"M7"
"SLC25A27"	"M3"
"SLC25A28"	"M1"
"SLC25A29"	"M5"
"SLC25A3"	"M3"
"SLC25A32"	"M7"
"SLC25A33"	"M16"
"SLC25A34"	"M2"
"SLC25A35"	"M1"
"SLC25A37"	"M20"
"SLC25A39"	"M5"
"SLC25A39P2"	"M1"
"SLC25A4"	"M13"
"SLC25A41"	"M13"
"SLC25A42"	"M3"
"SLC25A44"	"M10"
"SLC25A45"	"M24"
"SLC25A46"	"M12"
"SLC25A48"	"M1"
"SLC25A51P4"	"M7"
"SLC25A6P3"	"M12"
"SLC25A6P4"	"M17"
"SLC25A6P5"	"M2"
"SLC26A1"	"M5"
"SLC26A10"	"M12"
"SLC26A11"	"M8"
"SLC26A2"	"M3"
"SLC26A4"	"M1"
"SLC26A4-AS1"	"M1"
"SLC26A6"	"M1"
"SLC26A7"	"M9"
"SLC26A8"	"M1"
"SLC27A1"	"M5"
"SLC27A2"	"M1"
"SLC27A3"	"M1"
"SLC27A4"	"M13"
"SLC27A5"	"M13"
"SLC27A6"	"M1"
"SLC28A2"	"M3"
"SLC28A3"	"M1"
"SLC29A1"	"M25"
"SLC29A2"	"M5"
"SLC29A3"	"M1"
"SLC29A4"	"M5"
"SLC2A1"	"M3"
"SLC2A1-AS1"	"M2"
"SLC2A10"	"M4"
"SLC2A11"	"M7"
"SLC2A12"	"M9"
"SLC2A13"	"M1"
"SLC2A14"	"M2"
"SLC2A2"	"M20"
"SLC2A3"	"M1"
"SLC2A3P2"	"M1"
"SLC2A4"	"M2"
"SLC2A4RG"	"M13"
"SLC2A5"	"M24"
"SLC2A6"	"M13"
"SLC2A8"	"M10"
"SLC2A9"	"M20"
"SLC30A1"	"M7"
"SLC30A10"	"M1"
"SLC30A2"	"M2"
"SLC30A3"	"M1"
"SLC30A5"	"M12"
"SLC30A6"	"M7"
"SLC30A6-DT"	"M18"
"SLC30A8"	"M3"
"SLC30A9"	"M2"
"SLC32A1"	"M1"
"SLC33A1"	"M7"
"SLC34A2"	"M17"
"SLC35A1"	"M10"
"SLC35A3"	"M7"
"SLC35A4"	"M14"
"SLC35A5"	"M12"
"SLC35B2"	"M14"
"SLC35B3"	"M10"
"SLC35C1"	"M13"
"SLC35C2"	"M18"
"SLC35D2"	"M20"
"SLC35D3"	"M1"
"SLC35E1P1"	"M2"
"SLC35E2A"	"M3"
"SLC35E2B"	"M3"
"SLC35E4"	"M13"
"SLC35F1"	"M2"
"SLC35F2"	"M1"
"SLC35F3"	"M1"
"SLC35F4"	"M1"
"SLC35F5"	"M7"
"SLC35G2"	"M16"
"SLC35G5"	"M2"
"SLC36A1"	"M9"
"SLC36A2"	"M2"
"SLC36A4"	"M1"
"SLC37A1"	"M1"
"SLC37A2"	"M3"
"SLC37A4"	"M3"
"SLC38A10"	"M2"
"SLC38A11"	"M3"
"SLC38A2"	"M1"
"SLC38A3"	"M10"
"SLC38A4"	"M20"
"SLC38A8"	"M1"
"SLC38A9"	"M1"
"SLC39A1"	"M14"
"SLC39A11"	"M1"
"SLC39A12"	"M1"
"SLC39A12-AS1"	"M4"
"SLC39A13"	"M5"
"SLC39A14"	"M2"
"SLC39A3"	"M3"
"SLC39A4"	"M10"
"SLC39A5"	"M20"
"SLC39A6"	"M2"
"SLC39A8"	"M3"
"SLC3A1"	"M1"
"SLC3A2"	"M3"
"SLC40A1"	"M26"
"SLC41A1"	"M10"
"SLC41A2"	"M23"
"SLC41A3"	"M3"
"SLC43A1"	"M20"
"SLC43A2"	"M3"
"SLC43A3"	"M2"
"SLC44A1"	"M1"
"SLC44A2"	"M10"
"SLC44A3"	"M1"
"SLC44A3-AS1"	"M1"
"SLC44A4"	"M26"
"SLC44A5"	"M1"
"SLC45A1"	"M13"
"SLC45A2"	"M1"
"SLC45A3"	"M1"
"SLC45A4"	"M1"
"SLC46A1"	"M22"
"SLC46A3"	"M1"
"SLC47A1"	"M24"
"SLC47A1P2"	"M2"
"SLC47A2"	"M33"
"SLC48A1"	"M13"
"SLC49A3"	"M5"
"SLC4A1"	"M20"
"SLC4A10"	"M2"
"SLC4A11"	"M1"
"SLC4A2"	"M9"
"SLC4A3"	"M5"
"SLC4A4"	"M1"
"SLC4A5"	"M16"
"SLC4A9"	"M1"
"SLC51A"	"M2"
"SLC52A1"	"M2"
"SLC52A2"	"M5"
"SLC52A3"	"M24"
"SLC5A1"	"M3"
"SLC5A11"	"M17"
"SLC5A12"	"M6"
"SLC5A2"	"M13"
"SLC5A3"	"M7"
"SLC5A4"	"M1"
"SLC5A4-AS1"	"M1"
"SLC5A5"	"M2"
"SLC5A6"	"M3"
"SLC5A7"	"M1"
"SLC5A8"	"M1"
"SLC5A9"	"M1"
"SLC66A1"	"M5"
"SLC66A1L"	"M1"
"SLC66A2"	"M5"
"SLC66A3"	"M21"
"SLC6A1"	"M1"
"SLC6A10P"	"M5"
"SLC6A11"	"M1"
"SLC6A12"	"M1"
"SLC6A13"	"M1"
"SLC6A15"	"M8"
"SLC6A16"	"M1"
"SLC6A17"	"M25"
"SLC6A2"	"M1"
"SLC6A20"	"M2"
"SLC6A3"	"M1"
"SLC6A4"	"M1"
"SLC6A5"	"M31"
"SLC6A6"	"M5"
"SLC6A7"	"M1"
"SLC6A9"	"M1"
"SLC7A1"	"M2"
"SLC7A10"	"M1"
"SLC7A11"	"M1"
"SLC7A11-AS1"	"M1"
"SLC7A14"	"M1"
"SLC7A2"	"M20"
"SLC7A2-IT1"	"M4"
"SLC7A4"	"M1"
"SLC7A5"	"M15"
"SLC7A5P1"	"M5"
"SLC7A6"	"M2"
"SLC7A8"	"M1"
"SLC7A9"	"M2"
"SLC8A1"	"M9"
"SLC8A1-AS1"	"M3"
"SLC8A2"	"M22"
"SLC8A3"	"M25"
"SLC8B1"	"M9"
"SLC9A1"	"M1"
"SLC9A2"	"M1"
"SLC9A3-AS1"	"M5"
"SLC9A3R1"	"M6"
"SLC9A3R2"	"M15"
"SLC9A4"	"M24"
"SLC9A5"	"M1"
"SLC9A7P1"	"M1"
"SLC9A9"	"M1"
"SLC9A9-AS2"	"M2"
"SLC9B1"	"M22"
"SLC9C1"	"M1"
"SLC9C2"	"M3"
"SLCO1A2"	"M1"
"SLCO1B1"	"M20"
"SLCO1B3"	"M20"
"SLCO1B7"	"M6"
"SLCO1C1"	"M8"
"SLCO2A1"	"M1"
"SLCO2B1"	"M1"
"SLCO3A1"	"M1"
"SLCO4A1"	"M1"
"SLCO4C1"	"M1"
"SLCO5A1"	"M1"
"SLCO6A1"	"M1"
"SLF1"	"M1"
"SLFN11"	"M20"
"SLFN12"	"M1"
"SLFN13"	"M20"
"SLFN5"	"M1"
"SLFNL1"	"M1"
"SLFNL1-AS1"	"M17"
"SLIRP"	"M12"
"SLIT1"	"M11"
"SLIT2"	"M1"
"SLIT2-IT1"	"M11"
"SLIT3"	"M1"
"SLIT3-AS2"	"M2"
"SLITRK1"	"M1"
"SLITRK3"	"M1"
"SLITRK5"	"M21"
"SLITRK6"	"M1"
"SLK"	"M8"
"SLN"	"M8"
"SLPI"	"M26"
"SLTM"	"M2"
"SLU7"	"M8"
"SLX1A"	"M5"
"SLX1A-SULT1A3"	"M5"
"SLX1B"	"M3"
"SLX1B-SULT1A4"	"M12"
"SLX4IP"	"M1"
"SMAD1"	"M3"
"SMAD3"	"M7"
"SMAD4"	"M25"
"SMAD5"	"M4"
"SMAD6"	"M2"
"SMAD7"	"M3"
"SMAD9"	"M9"
"SMAD9-IT1"	"M1"
"SMAGP"	"M3"
"SMAP1"	"M2"
"SMAP2"	"M3"
"SMARCA2"	"M2"
"SMARCA4"	"M18"
"SMARCA5"	"M8"
"SMARCAD1"	"M8"
"SMARCB1"	"M10"
"SMARCC1"	"M1"
"SMARCC2"	"M10"
"SMARCD1"	"M11"
"SMARCD2"	"M9"
"SMARCD3"	"M1"
"SMARCE1"	"M2"
"SMARCE1P1"	"M13"
"SMARCE1P5"	"M4"
"SMARCE1P6"	"M3"
"SMC2"	"M9"
"SMC2-DT"	"M6"
"SMC3"	"M2"
"SMC4"	"M9"
"SMC5"	"M2"
"SMC6"	"M2"
"SMCO2"	"M9"
"SMCO4"	"M2"
"SMCR2"	"M1"
"SMCR5"	"M24"
"SMCR8"	"M6"
"SMDT1"	"M3"
"SMG1P1"	"M6"
"SMG1P2"	"M6"
"SMG1P3"	"M6"
"SMG1P4"	"M2"
"SMG1P5"	"M1"
"SMG1P6"	"M3"
"SMG5"	"M5"
"SMG6"	"M12"
"SMG6-IT1"	"M29"
"SMG7"	"M3"
"SMG8"	"M4"
"SMG9"	"M18"
"SMIM1"	"M5"
"SMIM11A"	"M12"
"SMIM11B"	"M2"
"SMIM13"	"M16"
"SMIM14"	"M7"
"SMIM15"	"M8"
"SMIM15-AS1"	"M2"
"SMIM17"	"M1"
"SMIM18"	"M1"
"SMIM19"	"M7"
"SMIM2"	"M21"
"SMIM2-AS1"	"M9"
"SMIM20"	"M7"
"SMIM22"	"M1"
"SMIM26"	"M4"
"SMIM27"	"M3"
"SMIM29"	"M13"
"SMIM3"	"M3"
"SMIM30"	"M16"
"SMIM32"	"M1"
"SMIM36"	"M4"
"SMIM4"	"M3"
"SMIM43"	"M1"
"SMIM5"	"M20"
"SMKR1"	"M16"
"SMN1"	"M2"
"SMN2"	"M2"
"SMNDC1"	"M2"
"SMO"	"M4"
"SMOC1"	"M1"
"SMOC2"	"M1"
"SMOX"	"M14"
"SMPD1"	"M14"
"SMPD2"	"M13"
"SMPD3"	"M15"
"SMPD4"	"M10"
"SMPD4BP"	"M2"
"SMPD4P1"	"M2"
"SMPDL3A"	"M21"
"SMPDL3B"	"M1"
"SMTN"	"M18"
"SMTNL2"	"M1"
"SMUG1"	"M3"
"SMURF2"	"M8"
"SMURF2P1"	"M1"
"SMYD2"	"M1"
"SMYD3"	"M1"
"SMYD3-IT1"	"M6"
"SMYD4"	"M11"
"SMYD5"	"M3"
"SNAI1"	"M7"
"SNAI1P1"	"M7"
"SNAI2"	"M2"
"SNAI3-AS1"	"M2"
"SNAP25"	"M23"
"SNAP25-AS1"	"M1"
"SNAP29"	"M2"
"SNAP91"	"M23"
"SNAPC1"	"M12"
"SNAPC2"	"M6"
"SNAPC4"	"M18"
"SNAPC5"	"M29"
"SNAPIN"	"M7"
"SNCA"	"M1"
"SNCA-AS1"	"M5"
"SNCAIP"	"M2"
"SNCB"	"M15"
"SNCG"	"M1"
"SND1-IT1"	"M8"
"SNED1"	"M13"
"SNF8P1"	"M2"
"SNHG1"	"M1"
"SNHG10"	"M3"
"SNHG11"	"M3"
"SNHG12"	"M4"
"SNHG14"	"M1"
"SNHG15"	"M3"
"SNHG16"	"M7"
"SNHG17"	"M5"
"SNHG18"	"M9"
"SNHG19"	"M3"
"SNHG20"	"M3"
"SNHG21"	"M3"
"SNHG22"	"M1"
"SNHG25"	"M3"
"SNHG26"	"M1"
"SNHG27"	"M2"
"SNHG28"	"M6"
"SNHG29"	"M4"
"SNHG3"	"M7"
"SNHG30"	"M10"
"SNHG31"	"M3"
"SNHG32"	"M4"
"SNHG4"	"M11"
"SNHG5"	"M7"
"SNHG6"	"M8"
"SNHG7"	"M3"
"SNHG8"	"M7"
"SNHG9"	"M3"
"SNIP1"	"M3"
"SNN"	"M4"
"SNORA1"	"M28"
"SNORA10"	"M28"
"SNORA11F"	"M28"
"SNORA12"	"M28"
"SNORA13"	"M28"
"SNORA14A"	"M28"
"SNORA14B"	"M28"
"SNORA15B-1"	"M28"
"SNORA15B-2"	"M28"
"SNORA16A"	"M27"
"SNORA17B"	"M28"
"SNORA18"	"M28"
"SNORA20"	"M28"
"SNORA21"	"M28"
"SNORA22"	"M1"
"SNORA22B"	"M1"
"SNORA22C"	"M2"
"SNORA23"	"M3"
"SNORA24"	"M28"
"SNORA24B"	"M3"
"SNORA25"	"M27"
"SNORA26"	"M1"
"SNORA27"	"M28"
"SNORA28"	"M3"
"SNORA2A"	"M27"
"SNORA2B"	"M28"
"SNORA2C"	"M28"
"SNORA30"	"M3"
"SNORA31"	"M28"
"SNORA33"	"M4"
"SNORA36B"	"M1"
"SNORA37"	"M28"
"SNORA38"	"M28"
"SNORA38B"	"M28"
"SNORA3A"	"M28"
"SNORA3B"	"M27"
"SNORA4"	"M28"
"SNORA40"	"M28"
"SNORA40B"	"M27"
"SNORA44"	"M27"
"SNORA46"	"M28"
"SNORA47"	"M1"
"SNORA48"	"M28"
"SNORA49"	"M28"
"SNORA50A"	"M1"
"SNORA50B"	"M28"
"SNORA50C"	"M3"
"SNORA51"	"M27"
"SNORA52"	"M28"
"SNORA53"	"M28"
"SNORA54"	"M28"
"SNORA55"	"M3"
"SNORA57"	"M28"
"SNORA58"	"M28"
"SNORA58B"	"M28"
"SNORA59A"	"M28"
"SNORA59B"	"M28"
"SNORA5A"	"M3"
"SNORA5C"	"M3"
"SNORA6"	"M28"
"SNORA60"	"M27"
"SNORA61"	"M27"
"SNORA62"	"M27"
"SNORA63"	"M28"
"SNORA63B"	"M4"
"SNORA63C"	"M28"
"SNORA63D"	"M28"
"SNORA63E"	"M28"
"SNORA64"	"M28"
"SNORA65"	"M28"
"SNORA66"	"M27"
"SNORA67"	"M28"
"SNORA68"	"M28"
"SNORA70D"	"M2"
"SNORA70E"	"M2"
"SNORA70I"	"M3"
"SNORA71A"	"M28"
"SNORA71B"	"M27"
"SNORA71C"	"M28"
"SNORA71D"	"M28"
"SNORA72"	"M28"
"SNORA73A"	"M28"
"SNORA73B"	"M28"
"SNORA74A"	"M3"
"SNORA74B"	"M28"
"SNORA74C-1"	"M22"
"SNORA74D"	"M3"
"SNORA75"	"M28"
"SNORA77"	"M28"
"SNORA77B"	"M28"
"SNORA78"	"M27"
"SNORA79"	"M7"
"SNORA79B"	"M28"
"SNORA7A"	"M28"
"SNORA7B"	"M28"
"SNORA8"	"M28"
"SNORA80A"	"M27"
"SNORA80B"	"M28"
"SNORA80D"	"M28"
"SNORA80E"	"M28"
"SNORA81"	"M28"
"SNORA84"	"M28"
"SNORA9"	"M28"
"SNORC"	"M8"
"SNORD10"	"M28"
"SNORD100"	"M27"
"SNORD101"	"M4"
"SNORD104"	"M27"
"SNORD105B"	"M27"
"SNORD11"	"M27"
"SNORD110"	"M27"
"SNORD111"	"M1"
"SNORD111B"	"M1"
"SNORD112"	"M1"
"SNORD113-1"	"M1"
"SNORD113-2"	"M1"
"SNORD113-3"	"M1"
"SNORD113-4"	"M1"
"SNORD113-5"	"M1"
"SNORD113-6"	"M11"
"SNORD113-7"	"M11"
"SNORD113-8"	"M1"
"SNORD113-9"	"M1"
"SNORD114-1"	"M2"
"SNORD114-10"	"M1"
"SNORD114-11"	"M1"
"SNORD114-12"	"M1"
"SNORD114-13"	"M1"
"SNORD114-14"	"M1"
"SNORD114-15"	"M1"
"SNORD114-16"	"M1"
"SNORD114-17"	"M1"
"SNORD114-18"	"M1"
"SNORD114-19"	"M1"
"SNORD114-2"	"M1"
"SNORD114-20"	"M11"
"SNORD114-21"	"M1"
"SNORD114-23"	"M1"
"SNORD114-24"	"M1"
"SNORD114-25"	"M1"
"SNORD114-27"	"M1"
"SNORD114-28"	"M1"
"SNORD114-29"	"M1"
"SNORD114-3"	"M1"
"SNORD114-30"	"M1"
"SNORD114-31"	"M1"
"SNORD114-4"	"M1"
"SNORD114-5"	"M1"
"SNORD114-6"	"M11"
"SNORD114-7"	"M1"
"SNORD114-9"	"M1"
"SNORD115-1"	"M27"
"SNORD115-10"	"M27"
"SNORD115-11"	"M27"
"SNORD115-12"	"M27"
"SNORD115-14"	"M27"
"SNORD115-15"	"M27"
"SNORD115-17"	"M27"
"SNORD115-18"	"M27"
"SNORD115-19"	"M27"
"SNORD115-2"	"M1"
"SNORD115-20"	"M1"
"SNORD115-21"	"M1"
"SNORD115-22"	"M1"
"SNORD115-23"	"M27"
"SNORD115-25"	"M1"
"SNORD115-27"	"M1"
"SNORD115-29"	"M27"
"SNORD115-3"	"M1"
"SNORD115-30"	"M27"
"SNORD115-31"	"M1"
"SNORD115-32"	"M27"
"SNORD115-33"	"M27"
"SNORD115-34"	"M27"
"SNORD115-35"	"M1"
"SNORD115-36"	"M27"
"SNORD115-37"	"M1"
"SNORD115-38"	"M27"
"SNORD115-39"	"M27"
"SNORD115-4"	"M1"
"SNORD115-40"	"M27"
"SNORD115-41"	"M27"
"SNORD115-42"	"M11"
"SNORD115-43"	"M27"
"SNORD115-44"	"M27"
"SNORD115-45"	"M1"
"SNORD115-46"	"M1"
"SNORD115-47"	"M1"
"SNORD115-48"	"M1"
"SNORD115-5"	"M27"
"SNORD115-6"	"M27"
"SNORD115-8"	"M2"
"SNORD115-9"	"M27"
"SNORD116-1"	"M27"
"SNORD116-10"	"M1"
"SNORD116-11"	"M1"
"SNORD116-12"	"M1"
"SNORD116-13"	"M2"
"SNORD116-14"	"M27"
"SNORD116-15"	"M27"
"SNORD116-16"	"M27"
"SNORD116-17"	"M27"
"SNORD116-18"	"M3"
"SNORD116-19"	"M27"
"SNORD116-2"	"M27"
"SNORD116-20"	"M27"
"SNORD116-21"	"M27"
"SNORD116-22"	"M27"
"SNORD116-23"	"M27"
"SNORD116-24"	"M27"
"SNORD116-25"	"M27"
"SNORD116-26"	"M27"
"SNORD116-27"	"M1"
"SNORD116-29"	"M27"
"SNORD116-3"	"M27"
"SNORD116-30"	"M1"
"SNORD116-4"	"M2"
"SNORD116-5"	"M27"
"SNORD116-6"	"M27"
"SNORD116-7"	"M27"
"SNORD116-8"	"M27"
"SNORD116-9"	"M27"
"SNORD117"	"M27"
"SNORD118"	"M28"
"SNORD11B"	"M2"
"SNORD127"	"M27"
"SNORD12B"	"M28"
"SNORD12C"	"M3"
"SNORD13"	"M27"
"SNORD13D"	"M1"
"SNORD13E"	"M1"
"SNORD14A"	"M28"
"SNORD14B"	"M27"
"SNORD14C"	"M27"
"SNORD14E"	"M28"
"SNORD15A"	"M28"
"SNORD15B"	"M28"
"SNORD17"	"M4"
"SNORD19"	"M28"
"SNORD19C"	"M1"
"SNORD21"	"M27"
"SNORD22"	"M28"
"SNORD26"	"M27"
"SNORD27"	"M27"
"SNORD31B"	"M10"
"SNORD32A"	"M27"
"SNORD33"	"M27"
"SNORD35A"	"M27"
"SNORD38C"	"M1"
"SNORD3A"	"M3"
